data_vencimento,data_pagamento,valor,descricao,situacao
2024-12-23,,733.42,Mensalidade,CANCELADA
2025-01-10,,194.93,Serviço,CANCELADA
2025-02-02,,572.58,Mensalidade,CANCELADA
2024-12-26,2025-01-05,776.69,Parcela,PAGA
2025-02-05,,724.17,Serviço,PENDENTE
2024-12-29,2024-12-31,467.13,Parcela,PAGA
2025-01-17,2025-01-23,658.96,Parcela,PAGA
2024-12-26,,360.67,Parcela,PENDENTE
2025-01-05,,202.91,Parcela,PENDENTE
2024-12-29,,339.93,Serviço,PENDENTE
2024-12-22,,882.02,Parcela,PENDENTE
2025-01-11,,244.47,Compra,PENDENTE
2024-12-22,,716.29,Parcela,PENDENTE
2025-02-01,,952.53,Parcela,PENDENTE
2024-12-12,,439.17,Pagamento,PENDENTE
2025-01-07,,168.76,Parcela,CANCELADA
2025-02-01,,443.81,Serviço,PENDENTE
2024-12-23,2024-12-31,254.30,Serviço,PAGA
2025-01-23,,872.83,Mensalidade,CANCELADA
2024-12-20,,322.53,Mensalidade,PENDENTE
2025-02-06,2025-02-11,892.40,Pagamento,PAGA
2024-12-26,2025-01-02,792.66,Pagamento,PAGA
2025-01-15,2025-01-15,512.37,Compra,PAGA
2025-01-23,,448.22,Serviço,PENDENTE
2025-02-06,,999.04,Parcela,CANCELADA
2025-01-19,2025-01-22,985.97,Compra,PAGA
2025-01-08,,102.78,Parcela,CANCELADA
2024-12-27,,569.17,Compra,PENDENTE
2024-12-27,,220.93,Serviço,CANCELADA
2025-02-03,,962.98,Compra,PENDENTE
2024-12-16,2024-12-22,917.72,Parcela,PAGA
2024-12-09,,262.57,Pagamento,CANCELADA
2025-01-12,2025-01-17,345.09,Pagamento,PAGA
2024-12-31,2025-01-04,639.71,Serviço,PAGA
2025-01-11,2025-01-21,947.47,Serviço,PAGA
2025-01-08,2025-01-12,324.76,Mensalidade,PAGA
2025-01-12,,631.97,Parcela,PENDENTE
2024-12-13,,917.25,Mensalidade,PENDENTE
2025-01-19,,379.42,Compra,PENDENTE
2025-01-27,,170.69,Mensalidade,CANCELADA
2024-12-09,,496.40,Parcela,PENDENTE
2024-12-09,,781.46,Compra,CANCELADA
2025-02-02,2025-02-02,633.05,Parcela,PAGA
2025-01-27,,531.51,Compra,PENDENTE
2025-01-19,2025-01-29,709.28,Compra,PAGA
2025-02-04,2025-02-10,294.11,Serviço,PAGA
2025-01-19,2025-01-23,193.92,Pagamento,PAGA
2024-12-15,,280.64,Serviço,PENDENTE
2025-01-14,,352.47,Serviço,CANCELADA
2025-01-01,,801.82,Mensalidade,PENDENTE
2025-01-27,,169.23,Serviço,PENDENTE
2025-01-27,2025-02-03,662.40,Mensalidade,PAGA
2025-01-28,2025-01-31,697.19,Compra,PAGA
2025-01-24,,678.51,Parcela,PENDENTE
2025-01-03,,196.25,Compra,PENDENTE
2025-01-28,,436.69,Pagamento,CANCELADA
2025-02-05,,290.03,Serviço,PENDENTE
2025-02-03,,308.34,Compra,CANCELADA
2025-01-11,,333.58,Compra,CANCELADA
2025-01-19,,166.97,Serviço,PENDENTE
2025-01-14,2025-01-18,785.91,Compra,PAGA
2025-01-28,,988.32,Mensalidade,PENDENTE
2024-12-16,,889.83,Parcela,PENDENTE
2024-12-27,2025-01-01,461.74,Compra,PAGA
2025-01-20,2025-01-24,818.53,Mensalidade,PAGA
2025-01-09,,120.77,Compra,PENDENTE
2025-01-24,,835.61,Compra,PENDENTE
2025-01-24,,217.58,Compra,CANCELADA
2024-12-17,,571.42,Serviço,CANCELADA
2025-01-11,,573.46,Serviço,CANCELADA
2025-01-06,,252.28,Serviço,CANCELADA
2025-01-05,,997.46,Parcela,CANCELADA
2025-02-03,2025-02-11,149.49,Parcela,PAGA
2024-12-24,,611.39,Serviço,PENDENTE
2024-12-22,,734.48,Pagamento,PENDENTE
2024-12-25,,388.55,Serviço,PENDENTE
2025-01-30,,766.38,Compra,CANCELADA
2024-12-12,,667.21,Pagamento,PENDENTE
2025-01-24,,573.11,Serviço,PENDENTE
2025-01-14,,142.02,Compra,PENDENTE
2025-01-14,,605.28,Mensalidade,PENDENTE
2025-02-04,,185.96,Parcela,CANCELADA
2024-12-25,,598.03,Pagamento,PENDENTE
2025-01-23,,985.76,Pagamento,CANCELADA
2025-01-21,,748.88,Serviço,CANCELADA
2024-12-14,,399.25,Compra,CANCELADA
2025-01-09,,468.35,Serviço,PENDENTE
2024-12-25,2025-01-03,465.58,Mensalidade,PAGA
2024-12-14,,316.31,Mensalidade,PENDENTE
2025-01-21,,432.80,Mensalidade,PENDENTE
2024-12-19,,218.01,Compra,CANCELADA
2024-12-28,2025-01-02,861.38,Mensalidade,PAGA
2025-01-31,,797.90,Serviço,CANCELADA
2025-01-05,,213.23,Pagamento,CANCELADA
2025-01-09,,828.16,Parcela,CANCELADA
2025-01-25,,127.54,Parcela,CANCELADA
2025-01-08,,577.80,Compra,CANCELADA
2024-12-10,,147.18,Pagamento,PENDENTE
2024-12-29,,708.26,Pagamento,PENDENTE
2025-01-14,,667.24,Serviço,PENDENTE
2025-01-03,,924.74,Pagamento,PENDENTE
2025-01-31,2025-02-08,727.42,Compra,PAGA
2025-02-07,,128.80,Serviço,CANCELADA
2025-02-01,,416.21,Pagamento,PENDENTE
2025-01-27,,989.65,Compra,CANCELADA
2024-12-13,2024-12-14,444.43,Compra,PAGA
2024-12-09,,859.69,Mensalidade,CANCELADA
2025-01-11,,408.96,Mensalidade,CANCELADA
2024-12-17,,714.55,Pagamento,PENDENTE
2025-01-03,,259.47,Serviço,PENDENTE
2025-02-05,,190.19,Compra,PENDENTE
2025-02-07,2025-02-14,329.66,Parcela,PAGA
2025-01-04,2025-01-06,977.48,Mensalidade,PAGA
2025-01-01,,422.47,Pagamento,CANCELADA
2025-01-06,,858.10,Parcela,CANCELADA
2025-02-07,2025-02-09,247.97,Mensalidade,PAGA
2025-01-12,,956.50,Serviço,PENDENTE
2025-02-04,,214.85,Parcela,PENDENTE
2024-12-12,2024-12-22,129.12,Mensalidade,PAGA
2025-01-30,,764.61,Serviço,PENDENTE
2024-12-15,2024-12-19,666.16,Mensalidade,PAGA
2024-12-18,,389.71,Mensalidade,PENDENTE
2024-12-28,,595.36,Mensalidade,CANCELADA
2025-01-07,2025-01-13,776.79,Compra,PAGA
2025-01-10,2025-01-18,653.95,Serviço,PAGA
2025-01-19,,840.43,Pagamento,CANCELADA
2025-02-01,,664.91,Mensalidade,PENDENTE
2024-12-18,,999.25,Pagamento,CANCELADA
2025-01-31,,227.76,Pagamento,CANCELADA
2025-01-26,2025-01-28,681.11,Compra,PAGA
2025-01-10,2025-01-10,966.12,Compra,PAGA
2025-01-27,,868.71,Parcela,CANCELADA
2025-01-07,,353.27,Serviço,CANCELADA
2025-01-19,2025-01-19,894.30,Pagamento,PAGA
2025-01-20,,904.26,Parcela,CANCELADA
2024-12-19,,393.63,Pagamento,CANCELADA
2024-12-18,2024-12-23,489.31,Mensalidade,PAGA
2025-01-25,2025-01-31,455.57,Mensalidade,PAGA
2024-12-31,,513.98,Compra,CANCELADA
2024-12-19,,572.60,Parcela,CANCELADA
2025-01-28,,335.48,Pagamento,CANCELADA
2025-01-09,,193.01,Parcela,CANCELADA
2024-12-22,2024-12-25,193.61,Pagamento,PAGA
2024-12-18,,183.05,Serviço,CANCELADA
2025-01-26,,178.05,Mensalidade,CANCELADA
2025-01-30,,846.71,Serviço,PENDENTE
2025-01-12,2025-01-13,343.18,Parcela,PAGA
2025-01-16,,986.58,Compra,PENDENTE
2025-02-02,,219.28,Compra,CANCELADA
2024-12-16,,458.37,Mensalidade,PENDENTE
2024-12-13,,723.37,Mensalidade,PENDENTE
2025-01-29,,378.61,Parcela,CANCELADA
2024-12-30,,673.20,Pagamento,PENDENTE
2024-12-11,,526.67,Serviço,PENDENTE
2025-02-03,2025-02-08,538.21,Parcela,PAGA
2025-01-15,2025-01-20,882.01,Serviço,PAGA
2024-12-16,2024-12-22,729.26,Compra,PAGA
2024-12-18,,478.18,Pagamento,PENDENTE
2025-01-12,2025-01-14,457.41,Compra,PAGA
2024-12-25,,484.12,Serviço,PENDENTE
2025-01-31,2025-01-31,734.45,Parcela,PAGA
2025-01-10,2025-01-14,457.15,Parcela,PAGA
2025-01-25,,884.00,Compra,CANCELADA
2024-12-28,2025-01-01,545.88,Serviço,PAGA
2024-12-17,,669.61,Parcela,CANCELADA
2024-12-27,2024-12-30,971.44,Mensalidade,PAGA
2025-01-31,,944.65,Compra,PENDENTE
2024-12-15,,968.65,Parcela,PENDENTE
2024-12-27,,872.69,Parcela,PENDENTE
2025-01-13,2025-01-14,372.60,Compra,PAGA
2025-01-16,,245.05,Compra,CANCELADA
2024-12-20,2024-12-24,220.39,Compra,PAGA
2024-12-15,,752.36,Mensalidade,CANCELADA
2025-01-19,,874.57,Mensalidade,CANCELADA
2024-12-25,2024-12-26,748.51,Parcela,PAGA
2025-01-29,2025-02-06,757.51,Parcela,PAGA
2025-02-06,,936.74,Mensalidade,CANCELADA
2025-01-12,2025-01-20,535.12,Parcela,PAGA
2024-12-14,,497.02,Parcela,PENDENTE
2024-12-20,,810.83,Mensalidade,PENDENTE
2025-01-22,,280.36,Compra,CANCELADA
2025-02-01,,583.15,Mensalidade,CANCELADA
2024-12-14,2024-12-21,896.36,Parcela,PAGA
2025-01-07,2025-01-10,954.28,Serviço,PAGA
2025-01-15,,549.25,Mensalidade,CANCELADA
2025-02-03,2025-02-07,340.35,Serviço,PAGA
2025-01-09,2025-01-15,424.09,Pagamento,PAGA
2025-02-06,2025-02-14,991.48,Mensalidade,PAGA
2025-01-29,,830.44,Mensalidade,PENDENTE
2025-01-09,,526.02,Serviço,CANCELADA
2025-01-09,2025-01-11,383.44,Mensalidade,PAGA
2024-12-16,,233.62,Pagamento,CANCELADA
2024-12-14,,869.38,Mensalidade,CANCELADA
2024-12-31,,208.22,Serviço,CANCELADA
2024-12-24,2025-01-01,254.78,Compra,PAGA
2025-02-05,2025-02-14,308.25,Mensalidade,PAGA
2025-01-28,,378.66,Compra,CANCELADA
2025-01-21,,225.56,Serviço,CANCELADA
2025-02-02,2025-02-07,950.49,Mensalidade,PAGA
2025-02-05,,138.49,Mensalidade,PENDENTE
2025-02-04,,447.49,Compra,PENDENTE
2024-12-20,2024-12-30,265.92,Mensalidade,PAGA
2024-12-16,,541.61,Mensalidade,CANCELADA
2024-12-30,,396.33,Serviço,PENDENTE
2024-12-17,,535.41,Parcela,PENDENTE
2025-01-31,2025-02-06,498.84,Mensalidade,PAGA
2025-01-12,,953.00,Serviço,CANCELADA
2025-01-12,2025-01-18,233.81,Compra,PAGA
2025-01-08,,797.66,Pagamento,PENDENTE
2025-01-07,,108.30,Pagamento,PENDENTE
2025-02-07,2025-02-14,781.74,Mensalidade,PAGA
2025-01-14,,990.91,Mensalidade,PENDENTE
2024-12-24,2024-12-30,860.52,Serviço,PAGA
2025-01-26,,274.75,Parcela,PENDENTE
2025-01-15,,785.24,Pagamento,PENDENTE
2024-12-19,2024-12-24,121.17,Parcela,PAGA
2025-02-02,2025-02-03,324.63,Pagamento,PAGA
2025-01-27,,146.04,Compra,PENDENTE
2025-02-07,,236.35,Serviço,CANCELADA
2025-02-04,,536.45,Compra,CANCELADA
2025-01-07,,223.90,Parcela,PENDENTE
2025-01-04,2025-01-12,668.71,Compra,PAGA
2024-12-19,,341.79,Parcela,CANCELADA
2025-02-03,2025-02-04,294.78,Compra,PAGA
2025-01-27,,699.19,Parcela,CANCELADA
2024-12-27,,287.53,Parcela,CANCELADA
2025-01-02,,522.61,Mensalidade,PENDENTE
2025-01-31,2025-02-02,682.41,Compra,PAGA
2025-01-01,,717.43,Serviço,PENDENTE
2024-12-13,,290.62,Parcela,PENDENTE
2024-12-29,,921.94,Mensalidade,PENDENTE
2025-01-30,,841.46,Parcela,CANCELADA
2024-12-19,,380.05,Compra,PENDENTE
2025-01-16,,821.50,Serviço,CANCELADA
2024-12-21,,655.83,Parcela,PENDENTE
2025-02-04,,673.54,Mensalidade,PENDENTE
2024-12-24,2025-01-03,749.63,Pagamento,PAGA
2024-12-31,,881.74,Serviço,PENDENTE
2024-12-30,,241.03,Mensalidade,PENDENTE
2024-12-13,,279.17,Parcela,CANCELADA
2025-01-16,,724.93,Parcela,PENDENTE
2025-01-20,,354.15,Compra,PENDENTE
2024-12-23,,762.72,Serviço,CANCELADA
2025-01-26,,741.12,Pagamento,CANCELADA
2025-02-04,,260.36,Mensalidade,PENDENTE
2024-12-10,,492.10,Mensalidade,CANCELADA
2024-12-18,,378.18,Mensalidade,CANCELADA
2025-02-01,,579.43,Compra,CANCELADA
2025-01-05,,406.82,Pagamento,PENDENTE
2024-12-11,,120.87,Compra,PENDENTE
2025-01-10,,150.16,Parcela,PENDENTE
2025-01-04,2025-01-04,513.97,Parcela,PAGA
2025-01-13,2025-01-16,338.12,Parcela,PAGA
2025-01-28,,963.81,Pagamento,PENDENTE
2025-01-22,,116.29,Pagamento,PENDENTE
2024-12-21,2024-12-25,190.26,Parcela,PAGA
2024-12-31,,132.28,Pagamento,CANCELADA
2025-01-26,,450.32,Pagamento,CANCELADA
2024-12-15,2024-12-23,904.31,Parcela,PAGA
2025-01-04,,345.88,Pagamento,PENDENTE
2025-01-10,2025-01-18,687.10,Pagamento,PAGA
2024-12-10,2024-12-16,442.01,Parcela,PAGA
2025-02-04,2025-02-07,921.71,Compra,PAGA
2024-12-13,2024-12-19,501.38,Serviço,PAGA
2024-12-09,2024-12-13,848.43,Mensalidade,PAGA
2025-01-16,,980.86,Parcela,PENDENTE
2025-02-07,2025-02-07,166.85,Compra,PAGA
2025-01-01,,430.44,Pagamento,CANCELADA
2024-12-15,,320.98,Serviço,CANCELADA
2025-01-22,2025-01-23,180.51,Parcela,PAGA
2025-01-05,,803.75,Compra,PENDENTE
2025-01-26,2025-02-02,383.47,Compra,PAGA
2024-12-30,,793.21,Mensalidade,CANCELADA
2025-01-02,,288.55,Mensalidade,PENDENTE
2025-01-28,,609.10,Compra,PENDENTE
2025-01-19,2025-01-26,624.63,Serviço,PAGA
2024-12-11,,805.34,Pagamento,CANCELADA
2024-12-20,,245.97,Compra,PENDENTE
2025-01-09,,581.32,Serviço,PENDENTE
2025-01-04,2025-01-12,256.04,Mensalidade,PAGA
2024-12-17,,406.88,Parcela,PENDENTE
2025-02-06,,461.32,Pagamento,PENDENTE
2025-01-16,,633.49,Compra,CANCELADA
2025-01-07,2025-01-16,234.13,Pagamento,PAGA
2024-12-25,2025-01-01,573.53,Mensalidade,PAGA
2025-01-08,2025-01-18,295.50,Pagamento,PAGA
2025-01-28,,397.95,Pagamento,CANCELADA
2024-12-20,,841.22,Compra,CANCELADA
2025-01-26,2025-02-02,743.66,Parcela,PAGA
2024-12-20,,795.18,Pagamento,PENDENTE
2024-12-27,2024-12-29,161.06,Serviço,PAGA
2025-02-02,2025-02-04,989.10,Compra,PAGA
2025-01-20,2025-01-24,331.90,Serviço,PAGA
2024-12-22,,580.50,Serviço,CANCELADA
2025-01-30,,396.80,Pagamento,CANCELADA
2025-01-05,,931.71,Parcela,PENDENTE
2025-01-06,,573.68,Pagamento,CANCELADA
2025-01-26,2025-02-04,131.92,Parcela,PAGA
2024-12-21,,279.48,Parcela,PENDENTE
2025-01-21,,779.07,Parcela,PENDENTE
2025-01-05,2025-01-09,472.85,Mensalidade,PAGA
2025-01-02,,464.17,Parcela,PENDENTE
2025-01-24,2025-01-27,598.29,Compra,PAGA
2025-01-19,,634.82,Parcela,CANCELADA
2025-01-19,2025-01-23,570.56,Serviço,PAGA
2025-01-27,,543.14,Parcela,CANCELADA
2024-12-24,2024-12-30,711.74,Compra,PAGA
2024-12-10,2024-12-13,171.54,Serviço,PAGA
2024-12-24,2024-12-27,100.25,Pagamento,PAGA
2025-01-25,,785.02,Serviço,PENDENTE
2025-01-02,2025-01-07,251.23,Pagamento,PAGA
2025-02-01,,156.74,Parcela,CANCELADA
2025-02-04,,690.84,Serviço,CANCELADA
2025-01-07,,461.54,Parcela,PENDENTE
2024-12-18,,829.74,Mensalidade,PENDENTE
2025-01-01,,435.48,Mensalidade,PENDENTE
2025-01-10,,413.56,Mensalidade,CANCELADA
2025-01-05,,845.68,Parcela,PENDENTE
2025-01-06,,596.02,Compra,CANCELADA
2025-02-01,,974.37,Pagamento,PENDENTE
2024-12-27,,256.00,Serviço,PENDENTE
2025-01-09,2025-01-15,850.26,Mensalidade,PAGA
2025-02-05,,667.71,Mensalidade,CANCELADA
2025-01-07,,846.74,Compra,PENDENTE
2024-12-17,,165.80,Compra,CANCELADA
2025-01-20,2025-01-23,844.42,Compra,PAGA
2024-12-25,,856.74,Parcela,PENDENTE
2024-12-23,,908.01,Mensalidade,CANCELADA
2025-01-08,,289.73,Serviço,CANCELADA
2025-02-04,,809.14,Serviço,PENDENTE
2025-01-16,2025-01-16,319.36,Pagamento,PAGA
2024-12-26,,971.05,Compra,CANCELADA
2025-01-06,2025-01-15,247.56,Compra,PAGA
2025-01-02,2025-01-06,508.99,Pagamento,PAGA
2025-02-03,,544.61,Pagamento,PENDENTE
2025-01-22,,234.09,Compra,CANCELADA
2025-01-07,,635.96,Mensalidade,CANCELADA
2025-01-15,2025-01-17,129.57,Parcela,PAGA
2025-01-03,,395.07,Compra,CANCELADA
2025-01-10,2025-01-16,919.45,Parcela,PAGA
2025-01-07,,511.63,Serviço,PENDENTE
2025-01-30,2025-02-09,846.73,Pagamento,PAGA
2025-01-23,,549.86,Mensalidade,PENDENTE
2024-12-09,2024-12-17,457.86,Pagamento,PAGA
2025-01-30,2025-02-03,161.12,Serviço,PAGA
2025-02-01,,366.43,Pagamento,PENDENTE
2024-12-09,2024-12-13,272.79,Mensalidade,PAGA
2024-12-19,,597.77,Parcela,CANCELADA
2025-01-29,,598.27,Compra,CANCELADA
2025-01-19,,757.65,Pagamento,CANCELADA
2025-01-29,,143.70,Mensalidade,CANCELADA
2025-02-02,2025-02-05,511.47,Parcela,PAGA
2025-01-11,,787.14,Serviço,PENDENTE
2024-12-22,,501.88,Pagamento,PENDENTE
2025-02-01,,541.71,Pagamento,CANCELADA
2024-12-27,2024-12-29,317.44,Parcela,PAGA
2025-01-17,,728.07,Compra,PENDENTE
2025-01-25,,613.12,Serviço,PENDENTE
2025-01-05,,946.94,Compra,CANCELADA
2025-01-23,,508.07,Mensalidade,PENDENTE
2024-12-10,,400.73,Serviço,PENDENTE
2025-01-03,,754.69,Pagamento,PENDENTE
2025-01-23,2025-01-23,362.84,Pagamento,PAGA
2024-12-18,2024-12-25,294.02,Pagamento,PAGA
2024-12-25,,113.35,Serviço,PENDENTE
2025-01-12,,410.15,Compra,CANCELADA
2024-12-16,,819.51,Pagamento,PENDENTE
2025-01-09,,970.39,Parcela,PENDENTE
2025-01-01,2025-01-09,720.94,Parcela,PAGA
2025-01-15,2025-01-19,264.76,Parcela,PAGA
2025-01-29,,840.39,Pagamento,CANCELADA
2024-12-09,2024-12-13,663.92,Pagamento,PAGA
2024-12-21,2024-12-25,881.13,Serviço,PAGA
2024-12-19,,704.66,Compra,PENDENTE
2025-01-06,,890.06,Serviço,CANCELADA
2025-01-24,,706.17,Mensalidade,CANCELADA
2024-12-18,2024-12-19,380.56,Pagamento,PAGA
2025-01-24,,520.54,Mensalidade,CANCELADA
2025-01-24,2025-01-28,582.50,Compra,PAGA
2024-12-20,2024-12-24,419.22,Compra,PAGA
2025-02-01,2025-02-06,828.35,Serviço,PAGA
2024-12-16,2024-12-18,987.93,Mensalidade,PAGA
2025-01-28,2025-02-02,736.35,Serviço,PAGA
2025-01-17,,343.86,Compra,PENDENTE
2025-01-22,,972.82,Pagamento,PENDENTE
2025-01-24,,262.54,Parcela,PENDENTE
2025-01-15,,272.90,Compra,CANCELADA
2024-12-15,,376.25,Compra,CANCELADA
2025-01-27,,199.96,Pagamento,PENDENTE
2025-01-06,2025-01-09,504.68,Pagamento,PAGA
2025-01-20,,649.59,Serviço,PENDENTE
2025-01-01,,215.66,Parcela,PENDENTE
2024-12-24,,503.86,Compra,CANCELADA
2025-01-21,,305.80,Pagamento,CANCELADA
2025-01-03,,177.73,Pagamento,CANCELADA
2024-12-30,,508.87,Mensalidade,CANCELADA
2024-12-10,,109.13,Serviço,PENDENTE
2025-02-06,,902.71,Compra,CANCELADA
2024-12-23,,279.59,Mensalidade,PENDENTE
2024-12-22,,406.71,Compra,CANCELADA
2024-12-12,,468.94,Parcela,PENDENTE
2024-12-19,2024-12-20,912.45,Mensalidade,PAGA
2025-02-04,,666.60,Compra,CANCELADA
2025-01-19,2025-01-28,197.10,Pagamento,PAGA
2024-12-12,,346.35,Mensalidade,PENDENTE
2025-01-13,,392.53,Pagamento,CANCELADA
2025-02-07,,492.12,Parcela,PENDENTE
2025-01-09,,487.32,Compra,CANCELADA
2025-01-30,,664.46,Compra,PENDENTE
2025-01-21,2025-01-22,459.21,Compra,PAGA
2025-02-03,,812.78,Compra,CANCELADA
2024-12-28,,162.74,Pagamento,CANCELADA
2025-01-19,2025-01-23,501.60,Pagamento,PAGA
2024-12-24,2025-01-01,230.57,Serviço,PAGA
2025-01-06,,789.82,Compra,CANCELADA
2024-12-12,,557.84,Compra,PENDENTE
2025-01-02,2025-01-02,494.48,Compra,PAGA
2025-01-07,,860.62,Pagamento,CANCELADA
2024-12-17,2024-12-26,155.85,Serviço,PAGA
2024-12-27,,599.34,Parcela,PENDENTE
2024-12-20,,702.54,Serviço,PENDENTE
2025-01-12,,623.34,Parcela,CANCELADA
2024-12-20,,346.65,Mensalidade,CANCELADA
2025-02-06,,802.18,Parcela,CANCELADA
2025-01-14,,788.42,Mensalidade,CANCELADA
2024-12-12,2024-12-12,685.29,Compra,PAGA
2024-12-29,,979.26,Parcela,PENDENTE
2025-01-31,2025-02-06,759.20,Serviço,PAGA
2024-12-09,2024-12-13,526.09,Mensalidade,PAGA
2025-01-05,2025-01-09,888.65,Parcela,PAGA
2025-01-15,,852.12,Mensalidade,PENDENTE
2024-12-19,2024-12-20,485.74,Mensalidade,PAGA
2024-12-09,,316.40,Compra,CANCELADA
2024-12-31,2025-01-08,524.49,Serviço,PAGA
2025-01-31,,876.31,Serviço,CANCELADA
2025-01-18,,536.49,Serviço,CANCELADA
2025-01-28,,242.48,Parcela,PENDENTE
2025-01-01,2025-01-02,394.23,Serviço,PAGA
2024-12-18,,514.40,Serviço,CANCELADA
2025-01-01,,108.12,Parcela,PENDENTE
2025-01-30,,645.00,Parcela,PENDENTE
2025-01-11,,142.74,Compra,CANCELADA
2024-12-21,,512.26,Serviço,PENDENTE
2025-01-21,2025-01-21,529.38,Compra,PAGA
2025-01-05,,755.53,Serviço,PENDENTE
2025-01-14,,275.19,Pagamento,PENDENTE
2025-02-04,,873.53,Pagamento,PENDENTE
2024-12-22,,815.67,Parcela,CANCELADA
2025-01-09,,773.70,Compra,CANCELADA
2025-01-19,,269.43,Serviço,CANCELADA
2025-01-15,,375.34,Compra,CANCELADA
2024-12-14,2024-12-24,124.03,Pagamento,PAGA
2025-02-01,,629.26,Serviço,CANCELADA
2024-12-26,,692.90,Parcela,CANCELADA
2025-01-28,,980.35,Parcela,PENDENTE
2025-01-14,,174.57,Serviço,PENDENTE
2024-12-30,,400.52,Mensalidade,PENDENTE
2025-01-25,,845.63,Mensalidade,PENDENTE
2025-02-07,2025-02-17,425.46,Compra,PAGA
2024-12-14,2024-12-23,224.82,Compra,PAGA
2025-01-16,,594.72,Compra,CANCELADA
2024-12-22,,177.95,Mensalidade,PENDENTE
2025-01-26,,246.20,Compra,CANCELADA
2024-12-31,,685.49,Parcela,PENDENTE
2024-12-19,,882.67,Serviço,PENDENTE
2025-01-31,,939.75,Mensalidade,PENDENTE
2024-12-26,2024-12-30,914.37,Serviço,PAGA
2025-01-15,,114.13,Compra,CANCELADA
2025-02-04,,991.11,Mensalidade,CANCELADA
2024-12-17,2024-12-19,670.60,Parcela,PAGA
2024-12-29,2025-01-02,441.59,Pagamento,PAGA
2025-01-26,,358.53,Mensalidade,CANCELADA
2024-12-11,,356.95,Parcela,CANCELADA
2025-01-15,,295.93,Mensalidade,PENDENTE
2025-02-02,,936.45,Pagamento,PENDENTE
2024-12-20,,886.89,Serviço,PENDENTE
2025-01-24,,524.64,Serviço,CANCELADA
2024-12-31,,654.12,Mensalidade,PENDENTE
2024-12-15,,340.18,Mensalidade,CANCELADA
2025-01-16,,959.08,Mensalidade,CANCELADA
2025-01-30,2025-02-05,930.55,Mensalidade,PAGA
2025-01-23,2025-02-01,861.96,Serviço,PAGA
2025-02-07,,883.91,Pagamento,CANCELADA
2024-12-18,2024-12-21,684.93,Serviço,PAGA
2025-01-30,,184.15,Serviço,CANCELADA
2025-01-28,,577.49,Serviço,PENDENTE
2025-01-16,2025-01-24,179.32,Parcela,PAGA
2025-01-05,2025-01-09,873.56,Parcela,PAGA
2025-01-31,2025-02-05,673.73,Compra,PAGA
2025-01-11,2025-01-17,993.29,Compra,PAGA
2025-01-24,2025-02-01,552.59,Mensalidade,PAGA
2024-12-26,,120.84,Serviço,CANCELADA
2025-01-03,,173.55,Pagamento,CANCELADA
2025-01-08,2025-01-17,570.79,Mensalidade,PAGA
2024-12-13,,744.87,Parcela,PENDENTE
2025-01-03,2025-01-08,890.80,Pagamento,PAGA
2024-12-21,,582.04,Mensalidade,PENDENTE
2025-01-19,,234.89,Compra,PENDENTE
2025-01-15,,584.18,Mensalidade,CANCELADA
2024-12-17,,527.23,Mensalidade,PENDENTE
2024-12-12,2024-12-14,293.24,Serviço,PAGA
2024-12-27,,133.28,Mensalidade,PENDENTE
2025-01-14,,394.25,Pagamento,CANCELADA
2025-01-16,,578.81,Compra,CANCELADA
2025-01-07,,219.40,Pagamento,PENDENTE
2024-12-22,,301.35,Pagamento,CANCELADA
2025-01-27,2025-02-01,908.74,Serviço,PAGA
2024-12-18,2024-12-26,566.10,Serviço,PAGA
2025-01-11,,729.19,Compra,CANCELADA
2025-01-10,2025-01-13,682.20,Pagamento,PAGA
2025-01-23,2025-02-02,168.70,Parcela,PAGA
2024-12-16,2024-12-25,230.94,Serviço,PAGA
2024-12-21,,902.06,Parcela,PENDENTE
2024-12-12,,336.21,Pagamento,CANCELADA
2024-12-26,2025-01-01,466.38,Mensalidade,PAGA
2025-01-11,2025-01-12,275.43,Parcela,PAGA
2025-01-22,,938.54,Serviço,CANCELADA
2025-02-06,,563.36,Serviço,CANCELADA
2024-12-22,2024-12-25,698.22,Mensalidade,PAGA
2025-01-26,2025-01-30,485.49,Serviço,PAGA
2024-12-13,,533.15,Compra,PENDENTE
2025-01-12,2025-01-15,248.74,Compra,PAGA
2025-02-01,,166.89,Compra,CANCELADA
2024-12-29,,519.00,Serviço,PENDENTE
2024-12-11,,483.44,Pagamento,CANCELADA
2024-12-20,,451.28,Parcela,CANCELADA
2025-01-26,2025-01-26,835.63,Mensalidade,PAGA
2024-12-20,2024-12-25,154.87,Compra,PAGA
2025-01-19,2025-01-22,357.25,Pagamento,PAGA
2025-01-25,,120.16,Pagamento,PENDENTE
2025-01-24,,424.30,Pagamento,CANCELADA
2025-01-26,,476.23,Pagamento,PENDENTE
2025-01-15,2025-01-21,383.41,Serviço,PAGA
2025-01-28,,942.98,Mensalidade,PENDENTE
2024-12-11,2024-12-11,648.30,Mensalidade,PAGA
2025-01-27,,358.01,Parcela,PENDENTE
2025-02-02,,733.47,Pagamento,PENDENTE
2025-01-17,2025-01-26,364.78,Pagamento,PAGA
2024-12-29,,766.51,Serviço,CANCELADA
2025-01-10,2025-01-16,349.42,Parcela,PAGA
2025-01-01,2025-01-10,557.83,Serviço,PAGA
2024-12-15,,521.04,Pagamento,CANCELADA
2025-01-21,,288.07,Serviço,PENDENTE
2025-02-01,,238.98,Parcela,PENDENTE
